fname,true_label,predicted_label,ceownik,dwuteownik,katownik,plaskownik
ceownik_00002-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00003-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00013-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00020-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00022-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00022-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00024-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00026-view01.png,ceownik,plaskownik,0.24828158,0.23889497,0.16806264,0.34476084
ceownik_00029-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00031-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00034-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00036-view04.png,ceownik,plaskownik,0.25349832,0.23165654,0.13688579,0.3779594
ceownik_00039-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00040-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00041-view03.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00044-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00045-view03.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00046-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00051-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00052-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00053-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00055-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00057-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00059-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00062-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00071-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00074-view02.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00074-view03.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00074-view04.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
ceownik_00077-view01.png,ceownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00002-view01.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00003-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00007-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00008-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00009-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00010-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00011-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00012-view01.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00021-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00022-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00022-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00024-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00026-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00029-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00032-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00036-view01.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00037-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00037-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00038-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00045-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00046-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00047-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00054-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00054-view04.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00057-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00060-view01.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00060-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00063-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00066-view01.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00075-view02.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00076-view03.png,dwuteownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
dwuteownik_00082-view01.png,dwuteownik,plaskownik,0.107997514,0.029243052,0.00028220157,0.86247724
dwuteownik_00082-view03.png,dwuteownik,plaskownik,0.2536787,0.1889861,0.05595164,0.5013836
katownik_00003-view04.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00005-view03.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00007-view03.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00009-view02.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00009-view04.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00017-view03.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00019-view02.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00021-view04.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
katownik_00023-view02.png,katownik,plaskownik,0.23909813,0.24443525,0.2110956,0.30537108
