Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
plaskownik_00026-view03.png,plaskownik,inny,0.01836848258972168
plaskownik_00107-view01.png,plaskownik,inny,0.001042548450641334
plaskownik_00184-view04.png,plaskownik,inny,0.017856840044260025
plaskownik_00217-view01.png,plaskownik,inny,0.32712119817733765
plaskownik_00244-view04.png,plaskownik,inny,0.3866107761859894
ceownik_00001-view03.png,inny,plaskownik,0.10752236843109131
dwuteownik_00019-view03.png,inny,plaskownik,0.004869580268859863
dwuteownik_00021-view04.png,inny,plaskownik,0.20842385292053223
dwuteownik_00034-view02.png,inny,plaskownik,0.497894823551178
dwuteownik_00051-view04.png,inny,plaskownik,0.04518157243728638
