Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratowy,okragly,plaskownik,profil,rura
ceownik_00025-view02.png,ceownik,dwuteownik,0.31956956,0.6804298,5.0094667e-07,5.666541e-08,7.074462e-08,1.2410443e-09,5.9012093e-09,7.308969e-10
ceownik_00042-view02.png,ceownik,dwuteownik,0.47447842,0.52552134,1.1327064e-07,1.9185507e-09,1.8201485e-08,5.2700424e-11,1.6139715e-08,1.0320395e-09
ceownik_00054-view02.png,ceownik,dwuteownik,0.10882701,0.8911598,1.1856539e-06,6.378361e-07,9.08734e-06,4.069844e-09,2.0219234e-07,2.1446972e-06
ceownik_00063-view02.png,ceownik,dwuteownik,0.30790985,0.44325823,0.003868697,0.0006399219,0.08259326,9.222924e-05,0.0009288052,0.16070905
ceownik_00072-view01.png,ceownik,dwuteownik,0.34098876,0.656738,2.0235597e-05,3.7799825e-06,0.00036234906,2.9929886e-06,0.0010868317,0.0007970665
ceownik_00106-view04.png,ceownik,dwuteownik,0.40723225,0.5927534,9.56198e-07,6.386546e-08,4.338964e-07,2.0140278e-09,1.2885045e-05,3.591038e-08
ceownik_00108-view02.png,ceownik,dwuteownik,0.39478672,0.59700817,2.1311354e-05,1.2088031e-05,0.0024034649,2.2637407e-05,0.001610251,0.0041353856
ceownik_00140-view02.png,ceownik,plaskownik,0.18569955,0.0005159336,0.039977416,0.032898962,0.00204153,0.5199358,0.091117755,0.12781307
ceownik_00141-view02.png,ceownik,dwuteownik,0.30610752,0.6938268,5.0270967e-07,3.0072493e-07,1.1089597e-05,9.495436e-08,3.2668893e-05,2.0996848e-05
ceownik_00157-view01.png,ceownik,dwuteownik,0.35458994,0.64541006,7.957355e-09,2.7717997e-09,1.1194305e-08,2.6766678e-10,3.2568461e-09,1.7151706e-09
ceownik_00162-view01.png,ceownik,dwuteownik,0.29412973,0.70587,1.763237e-08,1.2423699e-09,1.423826e-07,1.8241263e-10,1.6395234e-07,4.3491212e-08
ceownik_00166-view01.png,ceownik,katownik,0.31788576,0.0001855206,0.3766906,0.00013347824,3.595016e-05,0.08909413,0.21584326,0.00013129272
ceownik_00166-view03.png,ceownik,profil,0.18738376,0.040968634,0.0018830633,0.0005333753,0.00045758285,0.028987065,0.73943055,0.0003560138
ceownik_00185-view04.png,ceownik,dwuteownik,0.41212985,0.58786494,3.5656893e-07,2.5023147e-07,4.589211e-07,7.999315e-09,4.0358514e-06,7.1385436e-08
ceownik_00196-view04.png,ceownik,dwuteownik,0.016172979,0.9838162,8.027425e-08,5.715985e-07,8.241964e-06,3.0552918e-09,1.5418301e-06,2.7113418e-07
ceownik_00217-view02.png,ceownik,dwuteownik,0.029709855,0.9702902,3.015481e-10,7.645052e-11,7.724694e-09,2.46783e-13,1.4019933e-08,2.1660669e-09
ceownik_00230-view03.png,ceownik,katownik,0.09543692,1.6790553e-06,0.90455335,5.5445247e-07,9.1880385e-11,4.2673723e-06,3.2402133e-06,7.93204e-12
ceownik_00237-view03.png,ceownik,dwuteownik,0.341279,0.658712,6.4276505e-06,1.9355403e-07,1.203926e-06,4.1606922e-09,4.3042044e-07,6.924096e-07
ceownik_00244-view02.png,ceownik,dwuteownik,0.46264437,0.53735495,1.6307217e-07,3.45271e-08,1.4369556e-08,6.0096195e-10,5.2461775e-07,6.9366896e-10
ceownik_00247-view03.png,ceownik,profil,0.31229576,0.024442406,0.08184859,0.07363805,0.0005808053,0.002827709,0.5040165,0.00035016923
dwuteownik_00198-view02.png,dwuteownik,ceownik,0.6061787,0.39381504,2.501397e-06,3.4494937e-07,1.990664e-06,2.8289244e-09,1.0573275e-06,3.6289106e-07
dwuteownik_00231-view02.png,dwuteownik,ceownik,0.6365159,0.36339247,3.6589066e-05,2.32725e-06,3.819082e-05,9.87632e-08,1.2324091e-08,1.4333241e-05
kwadratowy_00172-view04.png,kwadratowy,katownik,0.094344735,0.00010245614,0.8877841,0.0122864405,7.5405733e-06,0.0054128096,5.4957472e-05,6.897113e-06
kwadratowy_00240-view01.png,kwadratowy,rura,0.00022660689,0.00016593355,0.000121168596,0.056833237,0.2835404,0.0004325654,0.005601986,0.6530781
okragly_00171-view04.png,okragly,kwadratowy,1.1736408e-05,0.0039331806,2.196907e-05,0.7010192,0.24404737,0.005645279,0.04459696,0.00072426075
okragly_00194-view03.png,okragly,kwadratowy,1.5550024e-05,0.00046100386,0.00024538476,0.9669426,0.022501066,0.000600005,0.008735081,0.00049929257
okragly_00245-view02.png,okragly,rura,1.8396389e-09,7.7020157e-10,1.0050332e-15,1.0930925e-11,0.007876267,4.601606e-12,3.2137752e-08,0.9921238
plaskownik_00019-view03.png,plaskownik,ceownik,0.55675405,4.4147404e-05,0.019108493,1.2836361e-05,8.661361e-10,0.4240804,5.7811402e-08,8.880041e-11
plaskownik_00019-view04.png,plaskownik,ceownik,0.9370736,2.0058913e-07,0.00032321684,1.722651e-08,3.891233e-11,0.062602684,2.2961521e-07,3.4049423e-09
