fname,true_label,predicted_label,ceownik,dwuteownik,katownik,plaskownik
ceownik_00001-view01.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00007-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00008-view02.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00014-view03.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00017-view01.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00018-view02.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00019-view03.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00023-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00026-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00029-view03.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00036-view01.png,ceownik,dwuteownik,0.2657861,0.28158775,0.22047295,0.2321532
ceownik_00038-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00043-view01.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00048-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00051-view03.png,ceownik,katownik,0.21989405,0.25605175,0.2888491,0.2352051
ceownik_00055-view03.png,ceownik,plaskownik,0.08753132,0.09114247,0.094802916,0.7265233
ceownik_00059-view03.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00060-view01.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00061-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00062-view01.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00063-view01.png,ceownik,plaskownik,0.02741012,0.028704002,0.03765737,0.9062285
ceownik_00065-view02.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00067-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00068-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00072-view04.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00073-view03.png,ceownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
ceownik_00075-view04.png,ceownik,dwuteownik,0.24246396,0.2694092,0.25357226,0.23455457
ceownik_00077-view02.png,ceownik,plaskownik,0.25817722,0.2665764,0.19682248,0.27842385
dwuteownik_00004-view02.png,dwuteownik,ceownik,0.31814316,0.21108668,0.17596179,0.29480842
dwuteownik_00005-view01.png,dwuteownik,katownik,0.2093875,0.2492926,0.30642942,0.23489049
dwuteownik_00024-view01.png,dwuteownik,plaskownik,0.0037447084,0.0015788146,0.0026516898,0.9920248
dwuteownik_00028-view01.png,dwuteownik,plaskownik,0.25631356,0.17416488,0.13251254,0.4370091
dwuteownik_00042-view03.png,dwuteownik,plaskownik,0.005043228,0.0019965672,0.0031667028,0.98979354
dwuteownik_00054-view01.png,dwuteownik,plaskownik,0.27783608,0.24824837,0.1797972,0.29411831
katownik_00010-view03.png,katownik,plaskownik,0.25624287,0.2646051,0.19615042,0.28300163
katownik_00012-view01.png,katownik,plaskownik,0.0042812484,0.0018068374,0.002967155,0.99094474
katownik_00012-view03.png,katownik,plaskownik,0.08818896,0.08598482,0.088885024,0.7369412
katownik_00018-view04.png,katownik,dwuteownik,0.27902234,0.28778112,0.20311509,0.23008144
