Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratowy,okragly,plaskownik,profil,rura
ceownik_00003-view04.png,ceownik,dwuteownik,0.35499832,0.59068996,0.05424807,3.082901e-06,1.3351633e-05,3.166678e-05,1.2916879e-05,2.6442426e-06
ceownik_00005-view01.png,ceownik,dwuteownik,0.3923729,0.44240022,0.15503852,0.00039109372,6.0699756e-05,0.0016995028,0.0077967355,0.00024030377
ceownik_00005-view02.png,ceownik,katownik,0.18238485,0.012866566,0.8047427,5.428071e-09,3.44e-10,3.623905e-07,5.5214414e-06,1.6600775e-10
ceownik_00014-view02.png,ceownik,dwuteownik,0.4244355,0.5545931,0.020126168,1.1831198e-05,1.0898257e-05,6.599356e-06,0.000768129,4.780945e-05
ceownik_00020-view01.png,ceownik,dwuteownik,0.47363216,0.52410656,0.0022379735,7.8433845e-07,1.436369e-06,1.4070477e-05,6.9656835e-06,2.4730335e-08
ceownik_00039-view03.png,ceownik,katownik,0.4365641,0.027498515,0.5115544,3.7143862e-05,1.385259e-05,0.024320973,1.0894362e-05,1.4252126e-07
ceownik_00041-view03.png,ceownik,katownik,0.042781707,0.0010470473,0.95597225,3.8758748e-07,9.152243e-08,0.00013202963,6.6529115e-05,3.154532e-08
ceownik_00043-view04.png,ceownik,dwuteownik,0.48768887,0.51222265,7.089607e-05,7.841737e-08,5.7808745e-07,8.490535e-06,8.483308e-06,2.194202e-09
ceownik_00045-view01.png,ceownik,dwuteownik,0.4705805,0.5264781,0.0029410073,8.1485085e-10,3.2979848e-09,4.249718e-07,5.6350915e-09,2.7157344e-11
ceownik_00058-view03.png,ceownik,katownik,0.07130241,0.0027994895,0.92051923,0.0005288058,7.3705465e-05,0.0042085215,0.00051359134,5.4186934e-05
ceownik_00066-view03.png,ceownik,dwuteownik,0.17590338,0.8237561,0.00033848349,1.1041322e-07,4.1332832e-08,2.7600132e-07,1.6247585e-06,6.313543e-10
ceownik_00068-view02.png,ceownik,dwuteownik,0.0074219783,0.9925015,4.073124e-07,1.1567016e-05,1.954297e-07,6.1831115e-06,5.821248e-05,2.3379678e-09
ceownik_00068-view04.png,ceownik,dwuteownik,0.16838507,0.78995967,0.0013838095,0.0025294502,0.0010267283,0.009579213,0.027069101,6.686766e-05
ceownik_00082-view01.png,ceownik,katownik,0.1373214,0.15999597,0.70267594,1.1345508e-06,1.4156602e-06,1.6008551e-06,2.015708e-06,5.2683674e-07
ceownik_00082-view04.png,ceownik,dwuteownik,0.42995054,0.5095656,0.060447462,1.213333e-06,1.03054845e-05,2.4237797e-05,5.455803e-07,6.808165e-08
ceownik_00088-view04.png,ceownik,dwuteownik,0.4009146,0.59899944,2.1259684e-05,8.382147e-07,1.0118714e-07,1.0204127e-07,6.363261e-05,4.802677e-09
ceownik_00100-view02.png,ceownik,dwuteownik,0.09378058,0.90619975,7.206916e-06,2.3108143e-07,2.8717999e-08,2.3286074e-07,1.1971588e-05,2.557233e-09
ceownik_00104-view01.png,ceownik,dwuteownik,0.3405789,0.5230406,0.13637014,8.445146e-09,5.9178817e-08,1.0221235e-05,2.8839363e-08,3.085561e-08
