Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00007-view04.png,ceownik,dwuteownik,0.40296572,0.4726716,0.08389711,0.040465575
ceownik_00014-view01.png,ceownik,dwuteownik,0.20354156,0.7422178,0.04198835,0.012252299
ceownik_00014-view03.png,ceownik,dwuteownik,0.36980194,0.47692585,0.10650903,0.046763167
ceownik_00023-view04.png,ceownik,dwuteownik,0.36819354,0.50978255,0.08533232,0.036691587
ceownik_00026-view03.png,ceownik,dwuteownik,0.41575995,0.51108235,0.048831183,0.02432647
ceownik_00042-view04.png,ceownik,dwuteownik,0.39807567,0.49649808,0.07010476,0.035321496
ceownik_00044-view01.png,ceownik,dwuteownik,0.44010895,0.4695442,0.058793448,0.03155336
katownik_00003-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00005-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00008-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00010-view01.png,katownik,ceownik,0.41531163,0.1851809,0.22242136,0.17708611
katownik_00012-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00012-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00013-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00014-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00014-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00015-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00015-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00016-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00017-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00018-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00019-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00022-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00023-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00024-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00024-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00026-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00027-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00029-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00029-view03.png,katownik,dwuteownik,0.33578458,0.4738123,0.13598426,0.054418877
katownik_00033-view02.png,katownik,ceownik,0.3500877,0.22721581,0.26293734,0.15975916
katownik_00035-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00035-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00037-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00038-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00038-view04.png,katownik,ceownik,0.34290102,0.17689797,0.2834965,0.19670454
katownik_00039-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00041-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00042-view01.png,katownik,ceownik,0.35542962,0.17872822,0.272294,0.1935482
katownik_00043-view01.png,katownik,ceownik,0.45756552,0.18750972,0.1905997,0.16432507
katownik_00043-view02.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00043-view03.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00044-view01.png,katownik,ceownik,0.36053362,0.17942534,0.26780984,0.19223121
katownik_00049-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00050-view01.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
katownik_00050-view04.png,katownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00002-view04.png,plaskownik,ceownik,0.3972927,0.18363218,0.23681621,0.18225887
plaskownik_00004-view04.png,plaskownik,ceownik,0.4882847,0.1880614,0.16908853,0.15456533
plaskownik_00010-view01.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00011-view03.png,plaskownik,ceownik,0.33003324,0.16251893,0.29429922,0.21314862
plaskownik_00014-view03.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00015-view03.png,plaskownik,ceownik,0.33216614,0.16630884,0.29274115,0.20878388
plaskownik_00020-view03.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00021-view03.png,plaskownik,ceownik,0.3118018,0.13495263,0.30461818,0.24862736
plaskownik_00025-view03.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00027-view04.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00032-view02.png,plaskownik,ceownik,0.37825185,0.18163022,0.25259048,0.18752742
plaskownik_00035-view01.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00035-view03.png,plaskownik,ceownik,0.31958547,0.14580776,0.3007953,0.23381151
plaskownik_00036-view04.png,plaskownik,ceownik,0.3183173,0.1439574,0.30147162,0.23625368
plaskownik_00037-view04.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00038-view01.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00042-view02.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00045-view03.png,plaskownik,ceownik,0.38189617,0.18204266,0.2495256,0.18653561
plaskownik_00046-view03.png,plaskownik,ceownik,0.3372628,0.17601852,0.2886305,0.19808815
plaskownik_00047-view03.png,plaskownik,katownik,0.28204203,0.101753704,0.31341767,0.30278662
