Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratowy,okragly,plaskownik,profil,rura
ceownik_00053-view03.png,ceownik,rura,0.132841,0.011300376,0.0001449893,9.465361e-06,0.0009390027,0.034534913,0.0437556,0.77647465
ceownik_00067-view01.png,ceownik,dwuteownik,0.17821893,0.8209943,5.3685988e-05,0.00012356111,0.00028657794,0.00013168198,4.9124283e-05,0.00014217905
ceownik_00069-view04.png,ceownik,profil,0.44625255,0.013951515,0.000113476424,0.00761985,4.552164e-05,0.027123958,0.5036505,0.001242637
ceownik_00119-view02.png,ceownik,dwuteownik,0.45742726,0.5424458,4.2237393e-06,1.6704847e-05,7.707463e-06,3.8385183e-06,4.455391e-05,4.988359e-05
ceownik_00128-view04.png,ceownik,dwuteownik,0.2354282,0.7645674,1.962081e-09,6.0073496e-10,1.1697704e-08,4.4275061e-10,8.355111e-07,3.561509e-06
ceownik_00129-view03.png,ceownik,dwuteownik,0.32364935,0.67635065,1.2111104e-10,8.563261e-11,4.0312866e-12,1.177078e-12,8.3997476e-11,8.827824e-12
ceownik_00129-view04.png,ceownik,dwuteownik,0.32887015,0.6711177,3.8116414e-06,7.904083e-06,4.0773602e-07,1.06234174e-10,1.9274253e-09,1.9163028e-10
ceownik_00151-view04.png,ceownik,dwuteownik,0.09608531,0.90391415,7.9206785e-08,5.4040914e-08,2.3367873e-07,2.5967048e-10,7.713252e-08,9.0261885e-08
ceownik_00205-view04.png,ceownik,dwuteownik,0.02517942,0.974738,2.8943128e-07,1.8847112e-07,3.5340596e-05,8.936005e-08,1.5920848e-06,4.515969e-05
ceownik_00215-view04.png,ceownik,dwuteownik,0.028934829,0.9710652,7.727123e-12,3.1101958e-11,4.930861e-09,6.0248603e-12,5.649843e-09,4.4581995e-08
ceownik_00225-view02.png,ceownik,dwuteownik,0.023976924,0.97602284,1.8792903e-10,2.3212249e-10,1.191372e-08,1.7206164e-11,1.7973111e-08,1.8221509e-07
ceownik_00249-view04.png,ceownik,dwuteownik,0.31407636,0.6859234,1.998502e-08,3.2395793e-08,7.957714e-09,1.4422309e-09,1.065037e-07,1.9890253e-08
dwuteownik_00020-view02.png,dwuteownik,ceownik,0.9148247,0.08476369,0.00028251825,1.7045506e-05,2.284755e-07,1.0547883e-07,0.00011160113,2.455207e-08
dwuteownik_00020-view03.png,dwuteownik,ceownik,0.9101057,0.029029045,0.06083655,2.425524e-05,2.0824616e-06,2.3138032e-06,5.0761216e-08,5.499641e-08
dwuteownik_00043-view02.png,dwuteownik,plaskownik,0.0011965178,0.00043836294,0.00024163756,0.0018975822,0.00015043333,0.99518126,0.0008699708,2.4148565e-05
dwuteownik_00043-view03.png,dwuteownik,plaskownik,0.029594162,0.01738565,0.00041012114,0.0045126537,0.0001695159,0.946798,0.0010921262,3.76314e-05
dwuteownik_00046-view02.png,dwuteownik,ceownik,0.9999025,9.460442e-05,1.1328335e-06,8.7313506e-10,1.2891498e-10,1.6095422e-06,5.9868285e-08,2.9326426e-09
dwuteownik_00046-view03.png,dwuteownik,ceownik,0.9762447,0.023745755,9.263455e-06,1.3673797e-07,9.77959e-09,9.620739e-09,4.406311e-08,1.8415585e-09
katownik_00164-view03.png,katownik,ceownik,0.6091681,1.2524772e-07,0.35914844,1.9575131e-07,3.1347354e-09,0.03166137,2.1804839e-05,1.5699648e-08
katownik_00250-view01.png,katownik,ceownik,0.4874724,4.321089e-05,0.46481636,6.470961e-05,2.4554358e-06,0.047359116,0.00022739367,1.434346e-05
kwadratowy_00170-view04.png,kwadratowy,katownik,0.012673303,0.0003626989,0.79815453,0.17941146,0.00057581067,0.008513651,0.00023969,6.897195e-05
okragly_00081-view03.png,okragly,rura,4.226192e-09,8.534142e-10,1.1500515e-09,7.8729033e-07,0.09305829,1.5971947e-08,5.596176e-06,0.9069353
okragly_00156-view02.png,okragly,rura,1.6238405e-07,7.6762643e-07,2.0298239e-09,3.5609728e-06,0.48473895,2.3268383e-07,3.9172963e-05,0.5152171
plaskownik_00030-view04.png,plaskownik,katownik,0.031083155,3.7874957e-05,0.9272692,1.509582e-05,5.0454284e-05,0.041542917,1.0400174e-06,1.4292216e-07
plaskownik_00107-view01.png,plaskownik,kwadratowy,0.00013041406,4.0721116e-06,2.1263993e-06,0.99576086,5.0778755e-07,0.0040926686,9.172673e-06,1.5328365e-07
