Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00001-view05.png,ceownik,inny,0.9971286654472351
ceownik_00015-view05.png,ceownik,inny,0.8398885130882263
ceownik_00017-view02.png,ceownik,inny,0.9843894839286804
ceownik_00020-view04.png,ceownik,inny,0.9716972708702087
ceownik_00039-view04.png,ceownik,inny,0.9768789410591125
ceownik_00048-view05.png,ceownik,inny,0.9437136054039001
ceownik_00049-view01.png,ceownik,inny,0.9999845027923584
ceownik_00049-view05.png,ceownik,inny,0.5732964873313904
ceownik_00050-view01.png,ceownik,inny,0.8494819402694702
ceownik_00053-view01.png,ceownik,inny,0.9225484728813171
ceownik_00062-view02.png,ceownik,inny,0.6107567548751831
ceownik_00067-view04.png,ceownik,inny,0.9843356609344482
ceownik_00068-view02.png,ceownik,inny,0.9520692825317383
ceownik_00070-view05.png,ceownik,inny,0.7399101257324219
ceownik_00074-view02.png,ceownik,inny,0.9158883690834045
ceownik_00085-view01.png,ceownik,inny,0.5548973083496094
ceownik_00092-view04.png,ceownik,inny,0.5666085481643677
ceownik_00111-view01.png,ceownik,inny,0.9603055715560913
ceownik_00120-view01.png,ceownik,inny,0.5309046506881714
ceownik_00123-view03.png,ceownik,inny,0.8085147142410278
ceownik_00131-view01.png,ceownik,inny,0.660073459148407
ceownik_00131-view03.png,ceownik,inny,0.9911348819732666
ceownik_00136-view02.png,ceownik,inny,0.5649290084838867
ceownik_00142-view04.png,ceownik,inny,0.608464777469635
ceownik_00178-view02.png,ceownik,inny,0.9875264763832092
ceownik_00189-view05.png,ceownik,inny,0.7057198882102966
ceownik_00191-view05.png,ceownik,inny,0.849347710609436
ceownik_00196-view04.png,ceownik,inny,0.9997789263725281
ceownik_00198-view04.png,ceownik,inny,0.9892013072967529
ceownik_00205-view02.png,ceownik,inny,0.6976720094680786
ceownik_00211-view01.png,ceownik,inny,0.5330953001976013
ceownik_00219-view05.png,ceownik,inny,0.9934725761413574
ceownik_00241-view02.png,ceownik,inny,0.7257338166236877
ceownik_00246-view01.png,ceownik,inny,0.6316087245941162
dwuteownik_00007-view05.png,inny,ceownik,0.7582340240478516
dwuteownik_00010-view01.png,inny,ceownik,0.591698557138443
dwuteownik_00011-view02.png,inny,ceownik,0.99176886677742
dwuteownik_00012-view05.png,inny,ceownik,0.9672753848135471
dwuteownik_00015-view03.png,inny,ceownik,0.63860684633255
dwuteownik_00018-view04.png,inny,ceownik,0.8065823763608932
dwuteownik_00022-view02.png,inny,ceownik,0.8050640970468521
dwuteownik_00027-view02.png,inny,ceownik,0.8371675163507462
dwuteownik_00031-view03.png,inny,ceownik,0.5368458032608032
dwuteownik_00033-view05.png,inny,ceownik,0.9834378864616156
dwuteownik_00045-view03.png,inny,ceownik,0.5518097579479218
dwuteownik_00046-view04.png,inny,ceownik,0.8955139964818954
dwuteownik_00050-view03.png,inny,ceownik,0.505089521408081
dwuteownik_00060-view01.png,inny,ceownik,0.9460530057549477
dwuteownik_00063-view05.png,inny,ceownik,0.7229421734809875
dwuteownik_00068-view05.png,inny,ceownik,0.9999467446868948
dwuteownik_00070-view04.png,inny,ceownik,0.9993950853822753
dwuteownik_00074-view03.png,inny,ceownik,0.9339538365602493
dwuteownik_00079-view04.png,inny,ceownik,0.9289630725979805
dwuteownik_00080-view05.png,inny,ceownik,0.999649362755008
dwuteownik_00082-view01.png,inny,ceownik,0.9580308198928833
katownik_00002-view05.png,inny,ceownik,0.9343066439032555
katownik_00004-view02.png,inny,ceownik,0.9718240555375814
katownik_00005-view02.png,inny,ceownik,0.9303375333547592
katownik_00005-view03.png,inny,ceownik,0.5052223801612854
katownik_00010-view01.png,inny,ceownik,0.9351137056946754
katownik_00014-view03.png,inny,ceownik,0.6899422407150269
katownik_00020-view02.png,inny,ceownik,0.5617881119251251
katownik_00023-view05.png,inny,ceownik,0.7982350885868073
katownik_00024-view01.png,inny,ceownik,0.9179331064224243
katownik_00029-view02.png,inny,ceownik,0.9987541490700096
katownik_00030-view02.png,inny,ceownik,0.9637058414518833
katownik_00034-view03.png,inny,ceownik,0.9257708266377449
katownik_00035-view03.png,inny,ceownik,0.9682845249772072
katownik_00037-view05.png,inny,ceownik,0.9936874723061919
katownik_00041-view03.png,inny,ceownik,0.5912895500659943
katownik_00051-view03.png,inny,ceownik,0.50800621509552
katownik_00051-view05.png,inny,ceownik,0.8466752022504807
katownik_00053-view03.png,inny,ceownik,0.9873758954927325
katownik_00054-view02.png,inny,ceownik,0.9692704156041145
katownik_00059-view04.png,inny,ceownik,0.7624616473913193
katownik_00069-view03.png,inny,ceownik,0.9988149752607569
katownik_00082-view03.png,inny,ceownik,0.9954529237002134
plaskownik_00014-view04.png,inny,ceownik,0.9307842552661896
plaskownik_00014-view05.png,inny,ceownik,0.542767733335495
plaskownik_00021-view02.png,inny,ceownik,0.9246304631233215
plaskownik_00027-view02.png,inny,ceownik,0.7299056351184845
plaskownik_00049-view01.png,inny,ceownik,0.8913939073681831
