fname,true_label,predicted_label,ceownik,dwuteownik,katownik,plaskownik
ceownik_00001-view03.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00001-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00002-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00004-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00005-view03.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00007-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00007-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00011-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00012-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00015-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00017-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00023-view03.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00031-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00035-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00035-view03.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00037-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00041-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00041-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00047-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00049-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00050-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00053-view04.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00055-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00056-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00057-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00062-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00063-view02.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
ceownik_00067-view01.png,ceownik,plaskownik,0.24459459,0.24556814,0.23124282,0.2785944
