Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratowy,okragly,plaskownik,profil,rura
ceownik_00004-view01.png,ceownik,katownik,0.49036047,4.6122177e-06,0.5096234,1.0178915e-07,3.7782506e-06,6.380683e-07,4.167562e-06,2.7969393e-06
ceownik_00053-view02.png,ceownik,plaskownik,0.11365821,0.0006109489,0.0013909084,0.00012177807,7.7259945e-05,0.884122,1.5628615e-05,3.2696435e-06
ceownik_00069-view03.png,ceownik,plaskownik,0.19657356,0.051786095,0.0006877829,0.004359347,0.0002926031,0.7460351,0.00018857079,7.700669e-05
ceownik_00109-view03.png,ceownik,dwuteownik,0.252849,0.7461999,0.00094993296,1.2813116e-07,9.7166485e-08,5.9351013e-09,7.275869e-07,2.6504586e-07
ceownik_00202-view01.png,ceownik,profil,0.27771923,0.00031550621,0.000856946,0.0034952643,0.00018787336,0.00021421463,0.71689034,0.00032058
dwuteownik_00173-view01.png,dwuteownik,ceownik,0.69474214,0.3052375,1.0226295e-06,2.6175832e-07,8.3522195e-08,1.7710052e-05,1.1089555e-06,7.754743e-08
dwuteownik_00198-view03.png,dwuteownik,katownik,0.030430313,0.010956136,0.9556258,0.000110540546,7.4593777e-06,0.00040677,0.0024614974,1.5911813e-06
dwuteownik_00209-view03.png,dwuteownik,ceownik,0.37863335,0.34212366,0.0005137022,4.5178598e-07,8.536992e-06,0.27871916,4.5487542e-07,6.8628157e-07
dwuteownik_00227-view02.png,dwuteownik,ceownik,0.98969615,0.009406488,0.00088663807,3.9077736e-06,1.4501704e-07,2.0019747e-06,4.2357683e-06,5.048435e-07
katownik_00173-view03.png,katownik,dwuteownik,0.00055257493,0.9838133,0.015563826,3.6659585e-05,4.0704876e-06,2.7793556e-05,3.3342886e-07,1.320394e-06
kwadratowy_00057-view01.png,kwadratowy,ceownik,0.99339855,0.000808083,2.8973175e-06,0.0045991745,2.4616807e-06,2.9094729e-06,0.0011810125,4.8331494e-06
plaskownik_00106-view01.png,plaskownik,kwadratowy,0.00034824334,4.2465176e-06,8.8926545e-06,0.5162673,0.00010612955,0.48240522,0.00085586845,4.1740764e-06
profil_00200-view03.png,profil,ceownik,0.97853196,3.575208e-05,4.8154734e-06,3.3263797e-07,7.640566e-08,3.8755067e-07,0.021426162,5.7149094e-07
profil_00248-view01.png,profil,dwuteownik,0.00064613123,0.98201734,0.0006346121,0.007123808,0.00017120919,1.26762725e-05,0.009092514,0.0003017329
