fname,true_label,predicted_label,ceownik,dwuteownik,katownik,plaskownik
ceownik_00015-view03.png,ceownik,katownik,0.29183647,0.00730154,0.6873169,0.013545053
ceownik_00017-view03.png,ceownik,plaskownik,0.28447115,0.037855398,0.09519162,0.58248186
ceownik_00051-view02.png,ceownik,katownik,0.22833681,0.0013623174,0.76724213,0.003058781
ceownik_00051-view04.png,ceownik,katownik,0.3283106,0.11861236,0.39887705,0.1542
ceownik_00063-view03.png,ceownik,dwuteownik,0.31730062,0.34811255,0.14675443,0.1878324
ceownik_00076-view01.png,ceownik,katownik,0.4145661,0.015662804,0.5529892,0.016781978
ceownik_00076-view02.png,ceownik,plaskownik,0.25787747,0.22802958,0.25095665,0.26313633
dwuteownik_00024-view03.png,dwuteownik,ceownik,0.40976888,0.12214941,0.096892335,0.37118942
dwuteownik_00042-view01.png,dwuteownik,plaskownik,0.046750553,0.024298288,0.04888308,0.8800681
dwuteownik_00059-view02.png,dwuteownik,ceownik,0.70192903,0.29476455,0.0015197995,0.0017865975
dwuteownik_00062-view03.png,dwuteownik,ceownik,0.60851336,0.3914537,1.1376154e-05,2.1552723e-05
dwuteownik_00074-view04.png,dwuteownik,ceownik,0.5162835,0.4806221,0.0011656336,0.0019286971
katownik_00004-view04.png,katownik,plaskownik,0.25291222,0.12883669,0.1952714,0.42297965
katownik_00016-view01.png,katownik,plaskownik,0.2367374,0.22466977,0.23008414,0.3085087
katownik_00017-view01.png,katownik,plaskownik,0.21262416,0.04630861,0.124478646,0.6165886
katownik_00017-view02.png,katownik,ceownik,0.36416072,0.23354064,0.20078018,0.20151843
katownik_00018-view03.png,katownik,plaskownik,0.23042847,0.06694506,0.14817439,0.55445206
katownik_00023-view04.png,katownik,plaskownik,0.0065562692,0.002158006,0.007332583,0.9839532
