Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00001-view01.png,ceownik,inny,0.9991822838783264
ceownik_00001-view03.png,ceownik,inny,0.9999562501907349
ceownik_00005-view04.png,ceownik,inny,0.5417388081550598
ceownik_00006-view04.png,ceownik,inny,0.9641020894050598
ceownik_00017-view03.png,ceownik,inny,0.9899952411651611
ceownik_00027-view01.png,ceownik,inny,0.8073626756668091
ceownik_00038-view01.png,ceownik,inny,0.9981063604354858
ceownik_00048-view01.png,ceownik,inny,0.8560434579849243
ceownik_00052-view01.png,ceownik,inny,0.605319619178772
ceownik_00067-view02.png,ceownik,inny,0.9999936819076538
ceownik_00067-view04.png,ceownik,inny,0.9995613694190979
ceownik_00068-view01.png,ceownik,inny,0.9904466867446899
ceownik_00068-view03.png,ceownik,inny,0.7882327437400818
ceownik_00083-view04.png,ceownik,inny,0.7159672975540161
ceownik_00098-view01.png,ceownik,inny,0.897678017616272
ceownik_00125-view03.png,ceownik,inny,0.9987781643867493
ceownik_00146-view04.png,ceownik,inny,0.6871745586395264
ceownik_00166-view03.png,ceownik,inny,0.7943661212921143
ceownik_00176-view02.png,ceownik,inny,0.988836407661438
ceownik_00180-view04.png,ceownik,inny,0.5886310338973999
ceownik_00196-view02.png,ceownik,inny,0.7680750489234924
ceownik_00220-view02.png,ceownik,inny,0.970304012298584
ceownik_00242-view01.png,ceownik,inny,0.5418517589569092
ceownik_00244-view02.png,ceownik,inny,0.5569868087768555
dwuteownik_00004-view01.png,inny,ceownik,0.7795218080282211
dwuteownik_00005-view01.png,inny,ceownik,0.9286832436919212
dwuteownik_00005-view03.png,inny,ceownik,0.5303831100463867
dwuteownik_00008-view01.png,inny,ceownik,0.9957995195873082
dwuteownik_00009-view04.png,inny,ceownik,0.5203187465667725
dwuteownik_00010-view02.png,inny,ceownik,0.9545739367604256
dwuteownik_00021-view01.png,inny,ceownik,0.7756582498550415
dwuteownik_00025-view04.png,inny,ceownik,0.9887934625148773
dwuteownik_00027-view03.png,inny,ceownik,0.738056093454361
dwuteownik_00031-view01.png,inny,ceownik,0.9004338681697845
dwuteownik_00044-view02.png,inny,ceownik,0.6020432710647583
dwuteownik_00066-view03.png,inny,ceownik,0.7337953746318817
dwuteownik_00073-view01.png,inny,ceownik,0.6369214951992035
dwuteownik_00074-view01.png,inny,ceownik,0.7424720823764801
dwuteownik_00075-view03.png,inny,ceownik,0.8891766890883446
dwuteownik_00076-view04.png,inny,ceownik,0.9363565221428871
dwuteownik_00079-view02.png,inny,ceownik,0.9999241981713567
dwuteownik_00084-view01.png,inny,ceownik,0.9291743189096451
katownik_00006-view03.png,inny,ceownik,0.7565382570028305
katownik_00020-view01.png,inny,ceownik,0.8118448853492737
katownik_00044-view02.png,inny,ceownik,0.6159954071044922
katownik_00049-view02.png,inny,ceownik,0.5767791867256165
katownik_00081-view02.png,inny,ceownik,0.9885580623522401
plaskownik_00019-view01.png,inny,ceownik,0.9930981295183301
