Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00002-view01.png,ceownik,katownik,0.28334758,0.045499563,0.6267292,0.04442368
ceownik_00003-view03.png,ceownik,katownik,0.091282114,0.030642204,0.86667347,0.011402251
ceownik_00004-view01.png,ceownik,katownik,0.113241024,0.022942428,0.85080826,0.013008307
ceownik_00005-view02.png,ceownik,katownik,0.076629594,0.037291214,0.8771673,0.008911842
ceownik_00005-view04.png,ceownik,katownik,0.09098403,0.030293236,0.870027,0.008695657
ceownik_00015-view04.png,ceownik,dwuteownik,0.26901555,0.7228174,0.0009925257,0.0071744304
ceownik_00020-view01.png,ceownik,dwuteownik,0.34951288,0.6286097,0.012213991,0.009663464
ceownik_00024-view01.png,ceownik,katownik,0.30192134,0.00868678,0.6617636,0.027628252
ceownik_00048-view01.png,ceownik,katownik,0.40196842,0.10559503,0.4031692,0.089267366
dwuteownik_00021-view04.png,dwuteownik,ceownik,0.47380668,0.4617045,0.0014995602,0.06298932
