Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00069-view02.png,ceownik,inny,0.9449548721313477
ceownik_00158-view03.png,ceownik,inny,0.9718098044395447
ceownik_00172-view03.png,ceownik,inny,0.616761326789856
dwuteownik_00025-view03.png,inny,ceownik,0.9988196719205007
dwuteownik_00033-view01.png,inny,ceownik,0.6317596435546875
dwuteownik_00049-view04.png,inny,ceownik,0.8437279760837555
dwuteownik_00068-view04.png,inny,ceownik,0.7845771312713623
dwuteownik_00070-view04.png,inny,ceownik,0.7372701466083527
dwuteownik_00079-view04.png,inny,ceownik,0.9209258928894997
katownik_00003-view03.png,inny,ceownik,0.7297483384609222
