Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00005-view02.png,ceownik,katownik,0.21763898,1.6897175e-05,0.7815352,0.00080893555
ceownik_00172-view02.png,ceownik,dwuteownik,0.39668128,0.60331815,5.60776e-07,1.3155903e-08
dwuteownik_00020-view01.png,dwuteownik,ceownik,0.71187913,0.18010376,0.10244444,0.0055726706
dwuteownik_00046-view01.png,dwuteownik,ceownik,0.850478,0.0806376,0.06080456,0.008079886
dwuteownik_00068-view02.png,dwuteownik,ceownik,0.6679223,0.33207673,9.497825e-07,1.8891255e-08
dwuteownik_00087-view03.png,dwuteownik,ceownik,0.7666412,0.23335367,1.1154456e-06,4.0024156e-06
dwuteownik_00134-view04.png,dwuteownik,ceownik,0.983238,0.016099937,0.00062403345,3.8149603e-05
dwuteownik_00227-view01.png,dwuteownik,ceownik,0.79713047,0.20283556,3.393304e-05,1.8636564e-08
dwuteownik_00250-view01.png,dwuteownik,ceownik,0.9811507,0.0013572172,0.017192138,0.00029993788
dwuteownik_00250-view02.png,dwuteownik,ceownik,0.9965634,0.0032665706,0.00016431836,5.850651e-06
plaskownik_00027-view02.png,plaskownik,ceownik,0.5524973,2.0330648e-05,0.25607413,0.19140819
plaskownik_00142-view04.png,plaskownik,katownik,0.000810589,9.148681e-07,0.8312298,0.16795866
