Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00001-view01.png,ceownik,dwuteownik,0.27055648,0.41054836,0.004186327,0.31470883
ceownik_00210-view02.png,ceownik,katownik,0.3205688,0.005882705,0.40847096,0.26507753
ceownik_00074-view01.png,ceownik,katownik,0.15146723,0.0022398701,0.8462322,6.0722978e-05
ceownik_00102-view04.png,ceownik,dwuteownik,0.08685905,0.9130394,0.00010149831,6.580079e-08
ceownik_00127-view01.png,ceownik,dwuteownik,0.026685724,0.97320265,0.000111559275,1.03573996e-07
ceownik_00226-view04.png,ceownik,dwuteownik,0.027411098,0.9725637,2.3125276e-05,2.0824577e-06
ceownik_00071-view02.png,ceownik,dwuteownik,0.05621059,0.9437098,4.9335194e-05,3.0345698e-05
ceownik_00069-view03.png,ceownik,dwuteownik,0.00764754,0.914488,0.0025724676,0.07529195
ceownik_00128-view02.png,ceownik,katownik,0.103224,0.006347855,0.46675652,0.42367157
ceownik_00108-view02.png,ceownik,dwuteownik,0.020571986,0.9794068,2.0669942e-05,5.6147354e-07
ceownik_00055-view01.png,ceownik,katownik,0.12699096,0.12034142,0.7526278,3.985376e-05
ceownik_00233-view01.png,ceownik,katownik,0.37965265,0.07801362,0.542017,0.000316794
ceownik_00053-view02.png,ceownik,plaskownik,0.009378422,1.5870824e-05,4.495741e-05,0.9905607
ceownik_00244-view02.png,ceownik,dwuteownik,0.03001878,0.9696936,0.0002811368,6.43012e-06
ceownik_00069-view02.png,ceownik,plaskownik,0.23782173,0.025926443,7.568839e-05,0.73617613
ceownik_00190-view01.png,ceownik,katownik,0.28739265,0.059498925,0.50533044,0.14777794
ceownik_00177-view02.png,ceownik,dwuteownik,0.10811475,0.89187956,5.59703e-06,2.408955e-09
ceownik_00070-view02.png,ceownik,dwuteownik,0.38662025,0.58337814,0.029626148,0.00037547387
dwuteownik_00209-view03.png,dwuteownik,plaskownik,0.03994589,0.23787841,0.00043147383,0.72174424
dwuteownik_00150-view01.png,dwuteownik,ceownik,0.93845046,0.05930946,0.00011171445,0.0021282833
dwuteownik_00077-view03.png,dwuteownik,ceownik,0.9928635,0.0027016017,0.0031196682,0.0013152029
dwuteownik_00245-view03.png,dwuteownik,ceownik,0.94707435,0.052308954,0.00061239593,4.2115653e-06
dwuteownik_00070-view03.png,dwuteownik,ceownik,0.7045306,0.2890804,0.0025199284,0.0038690565
dwuteownik_00199-view01.png,dwuteownik,ceownik,0.8533078,0.14238425,0.0015957501,0.0027121983
dwuteownik_00199-view04.png,dwuteownik,ceownik,0.8533078,0.14238425,0.0015957501,0.0027121983
dwuteownik_00133-view04.png,dwuteownik,ceownik,0.90925586,0.09070049,3.3341363e-05,1.0304234e-05
dwuteownik_00077-view01.png,dwuteownik,ceownik,0.55873215,0.43931606,0.0015566912,0.00039510595
dwuteownik_00227-view02.png,dwuteownik,ceownik,0.9920041,0.007583629,0.0003632464,4.90341e-05
dwuteownik_00175-view04.png,dwuteownik,plaskownik,0.23196991,0.042158388,8.064348e-05,0.72579104
dwuteownik_00208-view01.png,dwuteownik,ceownik,0.44918162,0.21187226,0.31025422,0.028691856
katownik_00217-view04.png,katownik,ceownik,0.8767807,0.056364242,0.059054315,0.007800833
