Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratory,okragly,plaskownik,profil,rura
C-105-26-gauge-roll-formed-cold-rolled-channel.jpg,ceownik,profil,0.010107313,3.592496e-05,0.018826101,2.264913e-08,2.9539626e-07,1.6206303e-09,0.9710255,4.8007046e-06
C-114-28-gauge-roll-formed-frame-support.jpg,ceownik,profil,0.00050547754,1.4501053e-07,0.00015711044,5.4669493e-07,5.004746e-07,7.736975e-07,0.999335,4.1311782e-07
C-117-roll-formed-aluminum-filter-frame-support.jpg,ceownik,profil,1.6686296e-05,4.9067506e-09,7.5977276e-08,3.6061115e-10,4.779666e-09,1.7442574e-10,0.9999832,4.2322887e-09
Ceowniki-UNP.jpg,ceownik,profil,0.15214379,0.020735305,0.00053039397,0.045526575,0.00023889123,2.857202e-06,0.7806912,0.00013091932
image.jpg,ceownik,dwuteownik,0.15851782,0.841456,2.4897834e-05,2.2508295e-09,4.8702443e-08,7.539083e-08,6.6743644e-07,4.977684e-07
IMG20220625100759.jpg,ceownik,dwuteownik,0.03052547,0.9609971,0.0073513957,1.6895111e-06,3.4127974e-05,4.198919e-06,0.0010069909,7.896476e-05
IMG20220625100804.jpg,ceownik,katownik,0.1659184,0.2717484,0.5475033,1.2296064e-06,5.633657e-07,1.5576088e-10,0.014827848,2.3365773e-07
IMG20220625100832.jpg,ceownik,dwuteownik,0.23295629,0.66096246,2.139744e-06,0.00010842186,0.00036696836,0.00060494925,0.10467365,0.00032506514
IMG20220625100834.jpg,ceownik,dwuteownik,0.17462747,0.7753362,0.004444897,0.0010955238,0.003488151,0.025898244,0.005277706,0.009831743
IMG20220625100842.jpg,ceownik,profil,0.0028572755,0.0011926063,1.3798043e-05,4.6775986e-07,2.4496762e-06,2.0056801e-07,0.9959313,1.8918333e-06
IMG20220625101742.jpg,ceownik,dwuteownik,0.00259762,0.9940858,0.002484674,2.8886504e-07,8.069779e-06,3.7988883e-09,0.000822842,7.431297e-07
IMG20220625101745.jpg,ceownik,profil,0.0001468584,0.0275099,2.1133748e-05,6.18554e-08,1.0235516e-06,1.1189057e-11,0.97231287,8.057463e-06
IMG20220625101752.jpg,ceownik,dwuteownik,1.3718291e-05,0.99998534,8.77111e-08,4.202657e-12,6.5114665e-07,1.1839286e-13,1.8119009e-07,2.4836217e-08
IMG20220625102237.jpg,ceownik,katownik,0.2838553,0.00032669472,0.7103997,2.659503e-07,3.464551e-08,5.627325e-06,0.005412368,9.290623e-10
IMG20220625102251.jpg,ceownik,dwuteownik,0.006166586,0.99380636,2.386483e-06,4.254252e-08,6.1865217e-07,2.2064024e-09,2.3744815e-05,3.1696834e-07
IMG20220625102253.jpg,ceownik,dwuteownik,0.018483704,0.9801949,0.0006146232,1.6596651e-06,4.7186622e-06,1.3680712e-09,0.00070046255,2.4820492e-08
IMG20220625102255.jpg,ceownik,profil,9.0691545e-05,2.2157681e-07,5.052866e-10,1.5978312e-05,4.6959507e-09,5.0302514e-13,0.99989307,5.0941886e-09
IMG20220625105207.jpg,ceownik,dwuteownik,5.6952416e-05,0.9630048,4.0180203e-07,0.002743208,0.016973885,1.935171e-05,0.017132504,6.884227e-05
IMG20220625105211.jpg,ceownik,dwuteownik,0.106653646,0.51369053,0.0010002318,0.0838166,0.0010820206,3.2775745e-06,0.2937405,1.3145365e-05
afeb90a04e5e8d327e2e25bd06a2.jpg,dwuteownik,ceownik,0.9286629,0.06483068,1.1246564e-06,0.002461689,6.806252e-05,0.0020579365,0.0018368919,8.0693164e-05
images (7).jpg,dwuteownik,profil,0.00084945833,0.007991263,7.969902e-08,0.0006725657,4.9837095e-06,4.367854e-08,0.99046725,1.43412135e-05
IMG20220625100701.jpg,dwuteownik,ceownik,0.8407089,0.15927725,2.2008775e-08,4.827883e-10,6.547024e-12,9.501797e-13,1.3848637e-05,8.693699e-13
A-107-16-gauge-roll-formed-stiffener-angle.jpg,katownik,profil,0.00028565418,6.921747e-06,0.00017257564,1.1971072e-07,1.692286e-05,4.093273e-07,0.9994955,2.195043e-05
A-110-11-gauge-roll-formed-stainless-angle.jpg,katownik,ceownik,0.85907525,0.051048055,0.0018733066,2.8141672e-08,7.6710755e-08,3.206653e-09,0.08800303,1.4622178e-07
A-111-11-gauge-roll-formed-stainless-angle.jpg,katownik,rura,3.8894495e-06,0.027774822,0.00040596418,2.9145328e-08,0.005593833,8.844024e-09,0.0020275817,0.96419394
A-112-10-gauge-roll-formed-angle.jpg,katownik,profil,0.010766857,0.0011675532,0.00010335719,7.4306605e-10,6.7209376e-09,1.6901792e-11,0.9879622,2.2761197e-08
A-116-11-gauge-roll-formed-hot-rolled-angle.jpg,katownik,profil,0.00083274033,0.00046591667,1.3317551e-05,1.9599786e-06,3.107321e-05,2.286588e-06,0.9986212,3.158329e-05
A-125-12-gauge-hot-rolled-pickled-oiled-steel-angle.jpg,katownik,ceownik,0.95004237,0.0016146983,0.047420684,2.7052e-08,8.4235594e-08,2.1152928e-07,0.00092186296,6.203637e-08
image.jpg,katownik,ceownik,0.9948665,0.00011793392,5.8554444e-05,0.0037436048,0.0005296972,0.0004929043,0.00018613531,4.7875606e-06
images.jpg,katownik,profil,0.16618447,0.1501008,0.0071672397,0.020600084,0.11410213,0.019208856,0.4953498,0.027286608
IMG20220625100933.jpg,katownik,ceownik,0.48632735,0.47424,0.02832133,2.9166296e-05,0.00025952843,9.74269e-06,0.0106808385,0.00013209325
