Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00068-view04.png,ceownik,inny,0.8089572191238403
ceownik_00069-view02.png,ceownik,inny,0.9967413544654846
ceownik_00158-view03.png,ceownik,inny,0.9275657534599304
ceownik_00170-view02.png,ceownik,inny,0.5104252099990845
ceownik_00172-view03.png,ceownik,inny,0.9051658511161804
ceownik_00174-view01.png,ceownik,inny,0.7658714056015015
dwuteownik_00025-view03.png,inny,ceownik,0.994746673386544
dwuteownik_00033-view01.png,inny,ceownik,0.863762378692627
dwuteownik_00033-view03.png,inny,ceownik,0.9376916885375977
dwuteownik_00038-view03.png,inny,ceownik,0.8220029324293137
dwuteownik_00049-view04.png,inny,ceownik,0.5225411057472229
dwuteownik_00068-view04.png,inny,ceownik,0.6267459988594055
dwuteownik_00075-view02.png,inny,ceownik,0.9335277527570724
dwuteownik_00079-view01.png,inny,ceownik,0.7419969439506531
dwuteownik_00079-view04.png,inny,ceownik,0.9533385448157787
katownik_00003-view03.png,inny,ceownik,0.8445949107408524
plaskownik_00034-view04.png,inny,ceownik,0.7891120910644531
