fname,true_label,predicted_label,ceownik,dwuteownik,katownik,plaskownik
ceownik_00003-view02.png,ceownik,plaskownik,0.1533275,0.12292046,0.022761734,0.7009903
ceownik_00054-view02.png,ceownik,plaskownik,0.05076197,0.0059541855,3.9177634e-05,0.9432447
ceownik_00077-view04.png,ceownik,plaskownik,0.31965142,0.026959695,8.3872816e-05,0.653305
dwuteownik_00009-view03.png,dwuteownik,ceownik,0.5198002,0.30514333,0.020414125,0.15464234
dwuteownik_00019-view02.png,dwuteownik,plaskownik,0.22873682,0.12890328,0.0058320756,0.63652784
dwuteownik_00027-view01.png,dwuteownik,plaskownik,0.05396957,0.03475724,0.0106205465,0.9006526
dwuteownik_00030-view02.png,dwuteownik,plaskownik,0.2638355,0.028268954,4.0856754e-05,0.70785475
dwuteownik_00033-view01.png,dwuteownik,plaskownik,0.0065022693,0.0031359384,0.0004608966,0.9899009
dwuteownik_00043-view01.png,dwuteownik,plaskownik,0.034296487,0.02245845,0.0066928244,0.93655217
dwuteownik_00046-view02.png,dwuteownik,plaskownik,0.0037519827,3.2387477e-05,6.003958e-09,0.99621564
dwuteownik_00062-view01.png,dwuteownik,ceownik,0.5632253,0.22762188,0.027163425,0.18198934
dwuteownik_00069-view04.png,dwuteownik,ceownik,0.9072153,0.07247871,4.5731816e-05,0.020260265
dwuteownik_00071-view01.png,dwuteownik,plaskownik,0.004049814,0.09195144,0.00011572686,0.9038831
dwuteownik_00073-view02.png,dwuteownik,ceownik,0.5349578,0.23679769,0.03456678,0.19367771
dwuteownik_00085-view03.png,dwuteownik,ceownik,0.64806324,0.2733467,0.002356317,0.07623376
katownik_00004-view01.png,katownik,plaskownik,0.24884741,0.25503874,0.23886205,0.25725177
katownik_00004-view02.png,katownik,plaskownik,0.071098745,0.054096077,0.022958793,0.85184634
katownik_00010-view01.png,katownik,plaskownik,0.055382073,0.0015663211,2.519058e-06,0.94304913
katownik_00013-view02.png,katownik,plaskownik,0.18572426,0.101635344,0.21459651,0.49804395
plaskownik_00175-view01.png,plaskownik,katownik,0.2148996,0.1240718,0.45015225,0.21087635
