Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00036-view02.png,ceownik,inny,0.9027146697044373
ceownik_00068-view02.png,ceownik,inny,0.5812681913375854
ceownik_00068-view04.png,ceownik,inny,0.9372009038925171
ceownik_00069-view02.png,ceownik,inny,0.9850472211837769
ceownik_00107-view04.png,ceownik,inny,0.5807841420173645
ceownik_00120-view02.png,ceownik,inny,0.5039005279541016
ceownik_00128-view02.png,ceownik,inny,0.7468408942222595
ceownik_00158-view03.png,ceownik,inny,0.9954965114593506
ceownik_00170-view02.png,ceownik,inny,0.790667712688446
ceownik_00172-view02.png,ceownik,inny,0.5498154759407043
ceownik_00240-view04.png,ceownik,inny,0.9923151135444641
dwuteownik_00025-view03.png,inny,ceownik,0.9995199883414898
dwuteownik_00029-view02.png,inny,ceownik,0.69715216755867
dwuteownik_00033-view01.png,inny,ceownik,0.7560697793960571
dwuteownik_00033-view03.png,inny,ceownik,0.5890726745128632
dwuteownik_00049-view04.png,inny,ceownik,0.9787843376398087
dwuteownik_00058-view03.png,inny,ceownik,0.7209750115871429
dwuteownik_00067-view03.png,inny,ceownik,0.9996193514380138
dwuteownik_00068-view04.png,inny,ceownik,0.9134989008307457
dwuteownik_00070-view04.png,inny,ceownik,0.8133520036935806
dwuteownik_00072-view01.png,inny,ceownik,0.9707273133099079
dwuteownik_00073-view03.png,inny,ceownik,0.8662745952606201
dwuteownik_00073-view04.png,inny,ceownik,0.5034169852733612
dwuteownik_00074-view03.png,inny,ceownik,0.6328338086605072
dwuteownik_00075-view02.png,inny,ceownik,0.9893692322075367
dwuteownik_00079-view01.png,inny,ceownik,0.8697151243686676
dwuteownik_00079-view04.png,inny,ceownik,0.9998272010561777
katownik_00002-view03.png,inny,ceownik,0.8588008135557175
katownik_00005-view01.png,inny,ceownik,0.9632709622383118
katownik_00005-view03.png,inny,ceownik,0.6964738667011261
katownik_00047-view03.png,inny,ceownik,0.5011922121047974
katownik_00050-view01.png,inny,ceownik,0.9577020518481731
katownik_00059-view04.png,inny,ceownik,0.5638156235218048
