Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00020-view01.png,ceownik,dwuteownik,0.38703817,0.5679814,0.042988226,0.001992181
ceownik_00201-view04.png,ceownik,plaskownik,0.010947683,0.0119932145,0.0048356927,0.9722234
ceownik_00121-view04.png,ceownik,katownik,0.39922437,0.19133176,0.40302876,0.0064150854
ceownik_00174-view01.png,ceownik,plaskownik,0.064997144,0.085532054,0.004800813,0.84466994
ceownik_00236-view01.png,ceownik,dwuteownik,0.34942636,0.6155381,0.03398406,0.0010514358
ceownik_00156-view02.png,ceownik,plaskownik,0.19278677,0.16061582,0.06572339,0.580874
ceownik_00147-view02.png,ceownik,plaskownik,0.15148345,0.054797832,0.35265565,0.44106305
ceownik_00237-view05.png,ceownik,dwuteownik,0.34731212,0.54416394,0.05235911,0.056164827
ceownik_00095-view03.png,ceownik,katownik,0.2715703,0.32006782,0.33470365,0.07365822
ceownik_00004-view04.png,ceownik,plaskownik,0.3368298,0.14645065,0.020892685,0.49582687
ceownik_00111-view01.png,ceownik,katownik,0.2783908,0.25271708,0.38614026,0.082751855
ceownik_00016-view03.png,ceownik,katownik,0.13842744,0.032050114,0.827282,0.002240486
ceownik_00151-view03.png,ceownik,dwuteownik,0.36202848,0.5998199,0.025187012,0.012964631
ceownik_00140-view05.png,ceownik,dwuteownik,0.26113585,0.33542508,0.16909982,0.23433933
ceownik_00013-view02.png,ceownik,katownik,0.20354925,0.0047231885,0.79071033,0.0010172649
ceownik_00050-view01.png,ceownik,dwuteownik,0.29344642,0.36738983,0.29081437,0.048349377
ceownik_00205-view03.png,ceownik,katownik,0.22826554,0.2473108,0.5128886,0.011535056
ceownik_00213-view03.png,ceownik,plaskownik,0.33146966,0.06060734,0.2760191,0.3319039
ceownik_00053-view04.png,ceownik,plaskownik,0.3534611,0.01072788,0.051974032,0.583837
ceownik_00156-view01.png,ceownik,plaskownik,0.045038626,0.047705576,0.0071551865,0.9001006
ceownik_00180-view03.png,ceownik,dwuteownik,0.009117911,0.9907051,8.6743734e-05,9.033049e-05
ceownik_00003-view05.png,ceownik,plaskownik,0.22391684,0.21650633,0.07873711,0.4808397
ceownik_00194-view03.png,ceownik,dwuteownik,0.22723597,0.698316,0.07115238,0.0032957338
ceownik_00227-view04.png,ceownik,katownik,0.124513984,0.04072091,0.8115258,0.023239188
ceownik_00055-view02.png,ceownik,plaskownik,0.25839454,0.1737566,0.1368877,0.4309612
ceownik_00083-view03.png,ceownik,katownik,0.16555525,0.01381142,0.82003623,0.00059704826
ceownik_00242-view03.png,ceownik,katownik,0.34514782,0.077614866,0.52619046,0.05104686
ceownik_00136-view03.png,ceownik,plaskownik,0.07359576,0.00901838,0.031557664,0.8858282
ceownik_00067-view05.png,ceownik,plaskownik,0.00063410436,0.0003989104,5.5053995e-05,0.998912
ceownik_00192-view02.png,ceownik,dwuteownik,0.22215784,0.7545439,0.011677262,0.011620938
ceownik_00237-view03.png,ceownik,plaskownik,0.1513663,0.20054448,0.06997599,0.57811326
ceownik_00178-view02.png,ceownik,katownik,0.3687367,0.17021184,0.4391841,0.021867359
ceownik_00067-view04.png,ceownik,plaskownik,0.00010919429,3.9944523e-05,1.5482525e-05,0.9998354
ceownik_00145-view02.png,ceownik,dwuteownik,0.07547617,0.92447037,4.9066184e-05,4.334423e-06
ceownik_00189-view05.png,ceownik,dwuteownik,0.15503511,0.78433,0.032845076,0.027789796
ceownik_00104-view05.png,ceownik,dwuteownik,0.38489914,0.61504126,5.4234406e-05,5.3640215e-06
ceownik_00163-view05.png,ceownik,plaskownik,0.1495608,0.037326418,0.026311375,0.7868014
ceownik_00076-view05.png,ceownik,katownik,0.039033275,0.00068176474,0.95959765,0.0006872224
ceownik_00043-view04.png,ceownik,katownik,0.31167293,0.07453211,0.5345652,0.079229794
ceownik_00161-view04.png,ceownik,katownik,0.16580105,0.04604825,0.77942044,0.008730334
ceownik_00022-view01.png,ceownik,dwuteownik,0.42186567,0.5777496,0.00035920512,2.5546935e-05
ceownik_00241-view01.png,ceownik,katownik,0.114951774,0.020817222,0.85991186,0.004319183
ceownik_00218-view04.png,ceownik,dwuteownik,0.35452592,0.6280502,0.016539793,0.000884153
ceownik_00121-view02.png,ceownik,dwuteownik,0.3864906,0.5323651,0.077252306,0.0038919698
ceownik_00168-view03.png,ceownik,dwuteownik,0.30641875,0.6601463,0.024873596,0.0085614165
ceownik_00125-view05.png,ceownik,katownik,0.2363433,0.07419902,0.65653986,0.03291786
ceownik_00085-view04.png,ceownik,dwuteownik,0.4020631,0.59631586,0.0015255474,9.550787e-05
ceownik_00126-view02.png,ceownik,dwuteownik,0.34975612,0.6498759,0.00021817524,0.00014980244
ceownik_00139-view01.png,ceownik,plaskownik,0.25474992,0.16042952,0.13870876,0.4461118
ceownik_00238-view03.png,ceownik,dwuteownik,0.19285244,0.7546253,0.048620388,0.00390188
ceownik_00079-view02.png,ceownik,katownik,0.22317816,0.034831513,0.7380117,0.0039786403
ceownik_00167-view03.png,ceownik,dwuteownik,0.3553308,0.4523447,0.1846616,0.0076629804
ceownik_00022-view05.png,ceownik,katownik,0.3733229,0.07511675,0.5424776,0.009082737
ceownik_00211-view03.png,ceownik,katownik,0.3626781,0.01806474,0.6159136,0.0033434913
ceownik_00134-view04.png,ceownik,katownik,0.30771017,0.01225298,0.6769776,0.0030592764
ceownik_00051-view04.png,ceownik,dwuteownik,0.16237903,0.791592,0.025542157,0.020486834
ceownik_00177-view05.png,ceownik,dwuteownik,0.2892184,0.7102491,0.00047609778,5.641184e-05
ceownik_00174-view05.png,ceownik,plaskownik,0.03596589,0.022713464,0.0024052074,0.9389154
ceownik_00091-view01.png,ceownik,plaskownik,0.11881088,0.046599716,0.042257454,0.7923319
ceownik_00140-view02.png,ceownik,dwuteownik,0.24914885,0.36522698,0.24639432,0.13922982
ceownik_00082-view01.png,ceownik,dwuteownik,0.23427005,0.75514615,0.009892292,0.00069147965
ceownik_00005-view01.png,ceownik,katownik,0.37222484,0.15320733,0.45953563,0.0150321815
ceownik_00098-view05.png,ceownik,dwuteownik,0.48595324,0.50284076,0.0057272473,0.005478738
ceownik_00144-view01.png,ceownik,dwuteownik,0.1734691,0.81235194,0.0082327975,0.0059461165
ceownik_00130-view04.png,ceownik,dwuteownik,0.28435835,0.7153862,0.00022339271,3.2007625e-05
ceownik_00210-view02.png,ceownik,dwuteownik,0.016709976,0.98316586,0.00010860331,1.5501293e-05
ceownik_00004-view01.png,ceownik,dwuteownik,0.21023396,0.6523863,0.089696266,0.04768344
ceownik_00087-view02.png,ceownik,katownik,0.18636365,0.012655567,0.79894584,0.0020349426
ceownik_00207-view02.png,ceownik,dwuteownik,0.3991181,0.5101318,0.009460097,0.08129003
ceownik_00223-view01.png,ceownik,katownik,0.2888585,0.01585653,0.68549556,0.009789425
