Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00004-view02.png,ceownik,inny,0.5919685959815979
ceownik_00053-view01.png,ceownik,inny,0.9954025745391846
ceownik_00053-view04.png,ceownik,inny,0.9149349927902222
ceownik_00054-view04.png,ceownik,inny,0.5469202399253845
ceownik_00063-view03.png,ceownik,inny,0.513279378414154
ceownik_00071-view04.png,ceownik,inny,0.8975732326507568
ceownik_00118-view04.png,ceownik,inny,0.7088855504989624
ceownik_00194-view03.png,ceownik,inny,0.630276083946228
dwuteownik_00021-view04.png,inny,ceownik,0.9972943137399852
dwuteownik_00068-view02.png,inny,ceownik,0.9168822765350342
dwuteownik_00081-view01.png,inny,ceownik,0.9088440090417862
katownik_00007-view03.png,inny,ceownik,0.5953945815563202
plaskownik_00012-view04.png,inny,ceownik,0.982754273340106
plaskownik_00019-view03.png,inny,ceownik,0.9181249961256981
plaskownik_00021-view04.png,inny,ceownik,0.67782261967659
