Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00053-view01.png,ceownik,inny,0.9998716115951538
ceownik_00053-view04.png,ceownik,inny,0.8771354556083679
ceownik_00063-view03.png,ceownik,inny,0.6435927748680115
dwuteownik_00021-view04.png,inny,ceownik,0.9990417830413207
dwuteownik_00066-view02.png,inny,ceownik,0.6079325973987579
dwuteownik_00068-view02.png,inny,ceownik,0.9884786894544959
dwuteownik_00069-view02.png,inny,ceownik,0.5838702619075775
plaskownik_00012-view04.png,inny,ceownik,0.6222409009933472
plaskownik_00021-view04.png,inny,ceownik,0.9759917333722115
plaskownik_00025-view04.png,inny,ceownik,0.5945059955120087
plaskownik_00027-view02.png,inny,ceownik,0.6908249258995056
plaskownik_00038-view01.png,inny,ceownik,0.6908136308193207
