Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
ceownik_00053-view02.png,ceownik,inny,0.8332111835479736
ceownik_00069-view03.png,ceownik,inny,0.9870354533195496
ceownik_00169-view02.png,ceownik,inny,0.9735038876533508
ceownik_00169-view03.png,ceownik,inny,0.9231482148170471
dwuteownik_00067-view02.png,inny,ceownik,0.9713229089975357
dwuteownik_00069-view01.png,inny,ceownik,0.9263364896178246
dwuteownik_00077-view03.png,inny,ceownik,0.8963499665260315
plaskownik_00028-view03.png,inny,ceownik,0.8678833097219467
plaskownik_00081-view01.png,inny,ceownik,0.5188102424144745
plaskownik_00084-view01.png,inny,ceownik,0.9843606296926737
