Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,plaskownik
ceownik_00002-view02.png,ceownik,katownik,0.04260363,5.375707e-06,0.9573904,5.9427856e-07
ceownik_00002-view04.png,ceownik,katownik,0.04604307,1.3437377e-05,0.9539426,9.074889e-07
ceownik_00065-view01.png,ceownik,dwuteownik,0.45652214,0.5434752,2.4779154e-06,2.1131066e-07
ceownik_00069-view01.png,ceownik,katownik,0.38361904,0.21446607,0.39983246,0.0020823802
ceownik_00069-view03.png,ceownik,dwuteownik,0.4435739,0.55607086,0.00014789066,0.00020737424
ceownik_00147-view03.png,ceownik,dwuteownik,0.42166194,0.57818455,6.225189e-05,9.124076e-05
ceownik_00198-view02.png,ceownik,katownik,0.021739813,3.0369963e-06,0.97688144,0.0013756129
ceownik_00214-view01.png,ceownik,dwuteownik,0.41186163,0.5881379,5.931106e-08,3.6894164e-07
ceownik_00221-view04.png,ceownik,dwuteownik,0.40923607,0.5907635,2.5051094e-07,1.7667786e-07
dwuteownik_00004-view03.png,dwuteownik,ceownik,0.73881596,0.26116586,3.6146403e-06,1.456507e-05
dwuteownik_00013-view02.png,dwuteownik,katownik,6.1984625e-05,0.01616071,0.9837768,4.3538864e-07
dwuteownik_00014-view03.png,dwuteownik,katownik,5.3330486e-06,0.00016086815,0.9998338,3.9294793e-08
dwuteownik_00015-view02.png,dwuteownik,katownik,0.0019071955,0.04755571,0.95053613,9.273496e-07
dwuteownik_00067-view04.png,dwuteownik,ceownik,0.93099153,0.043326575,0.025001083,0.000680812
dwuteownik_00091-view02.png,dwuteownik,ceownik,0.68346715,0.31605792,0.00026356225,0.000211364
dwuteownik_00157-view01.png,dwuteownik,ceownik,0.8263979,0.1736021,2.150879e-09,1.7026434e-10
dwuteownik_00168-view02.png,dwuteownik,ceownik,0.65869313,0.34130454,2.238748e-06,2.503544e-08
dwuteownik_00173-view01.png,dwuteownik,ceownik,0.6492579,0.35074207,9.837073e-09,3.813697e-09
dwuteownik_00198-view03.png,dwuteownik,ceownik,0.36378258,0.33565742,0.30050692,5.3143693e-05
dwuteownik_00213-view03.png,dwuteownik,ceownik,0.9160275,0.08396799,1.3305158e-06,3.1852799e-06
dwuteownik_00222-view01.png,dwuteownik,ceownik,0.7538611,0.24613771,1.1024836e-06,3.2733116e-08
katownik_00022-view01.png,katownik,ceownik,0.88219965,2.051774e-06,0.11578937,0.002008921
katownik_00086-view03.png,katownik,ceownik,0.5581492,6.409913e-05,0.44178596,7.323331e-07
katownik_00173-view03.png,katownik,dwuteownik,0.0072807353,0.923039,0.06963196,4.8242648e-05
katownik_00195-view04.png,katownik,plaskownik,0.00044957572,2.194204e-06,0.21412744,0.7854208
