Nazwa pliku,Klasa rzeczywista,Klasa predykowana,ceownik,dwuteownik,katownik,kwadratowy,okragly,plaskownik,profil,rura
ceownik_00067-view02.png,ceownik,dwuteownik,0.10271515,0.85695285,2.3238066e-05,0.00030327376,7.834971e-06,0.03939016,0.0006029666,4.493744e-06
ceownik_00067-view04.png,ceownik,plaskownik,0.06218744,0.025857009,8.6945065e-06,0.0011354358,4.2043226e-05,0.910674,9.3482064e-05,1.9471297e-06
ceownik_00068-view01.png,ceownik,plaskownik,0.016880883,0.06642691,9.141835e-06,4.1449144e-05,0.00019224157,0.9130391,0.0033630223,4.7261125e-05
ceownik_00068-view03.png,ceownik,dwuteownik,0.07766787,0.9181062,7.3118927e-06,3.5153305e-06,1.2454566e-05,0.0040204735,0.00017006815,1.209641e-05
ceownik_00108-view02.png,ceownik,dwuteownik,0.097807415,0.9021581,2.3794234e-06,1.5432822e-07,7.525819e-08,1.5882674e-07,2.6885486e-05,4.7680937e-06
ceownik_00176-view02.png,ceownik,dwuteownik,0.47896126,0.5207074,2.0900202e-06,0.00026296068,5.5851597e-05,2.2975846e-06,3.123508e-06,5.045211e-06
ceownik_00177-view02.png,ceownik,dwuteownik,0.042415436,0.94948685,0.008038418,2.9676398e-06,1.3336116e-06,1.9710667e-06,4.8609825e-05,4.312672e-06
ceownik_00235-view01.png,ceownik,dwuteownik,0.18455921,0.8150705,0.00034693227,1.139648e-06,8.310547e-06,6.0513235e-06,5.517054e-06,2.3286852e-06
ceownik_00247-view01.png,ceownik,dwuteownik,0.01957681,0.9804073,5.659434e-07,2.846718e-08,1.4833169e-08,1.1956944e-05,2.5405877e-06,8.5160724e-07
dwuteownik_00019-view03.png,dwuteownik,profil,0.0002453689,0.0009790413,1.3480594e-06,2.384001e-06,2.1573525e-08,1.6550272e-08,0.99872977,4.2035594e-05
dwuteownik_00069-view01.png,dwuteownik,ceownik,0.98707694,0.012868932,2.0778822e-05,3.075041e-08,4.9491465e-08,2.437372e-06,2.4136058e-05,6.6615453e-06
dwuteownik_00077-view03.png,dwuteownik,ceownik,0.97757006,0.007869737,0.0007386347,9.2685184e-07,4.013177e-06,0.012574485,0.0008507247,0.0003913703
dwuteownik_00175-view04.png,dwuteownik,plaskownik,0.0011760409,0.043039847,3.7326108e-06,5.5693894e-05,7.3840524e-06,0.95571566,9.987293e-07,5.405986e-07
dwuteownik_00198-view02.png,dwuteownik,katownik,0.0006270851,0.028319849,0.97090584,6.075385e-05,5.0003898e-08,8.153447e-10,8.6013046e-05,4.2765805e-07
dwuteownik_00235-view01.png,dwuteownik,ceownik,0.85560584,0.14422785,0.00013543817,3.8525783e-08,9.750211e-09,7.007206e-07,2.3250292e-05,6.8926943e-06
plaskownik_00123-view01.png,plaskownik,ceownik,0.5006052,0.0001128,1.2163737e-06,0.00060388946,3.7799342e-05,0.4985882,4.278211e-06,4.6570665e-05
profil_00239-view02.png,profil,ceownik,0.6334585,0.007120607,0.027053867,0.002176569,0.0016692766,0.00079322443,0.32226947,0.005458434
rura_00075-view04.png,rura,okragly,1.0185339e-05,1.9951162e-06,6.1333176e-06,2.7420842e-06,0.7287793,6.5338e-07,8.0720565e-06,0.27119085
