Nazwa pliku,Klasa rzeczywista,Klasa predykowana,Prawdopodobieństwo
dwuteownik_00028-view02.png,dwuteownik,inny,0.8010286688804626
dwuteownik_00065-view01.png,dwuteownik,inny,0.9989145994186401
dwuteownik_00069-view01.png,dwuteownik,inny,0.9841793179512024
dwuteownik_00069-view03.png,dwuteownik,inny,0.8181308507919312
dwuteownik_00071-view02.png,dwuteownik,inny,0.9946945309638977
dwuteownik_00072-view03.png,dwuteownik,inny,0.976289689540863
dwuteownik_00077-view03.png,dwuteownik,inny,0.9960780739784241
dwuteownik_00080-view04.png,dwuteownik,inny,0.8346087336540222
dwuteownik_00081-view01.png,dwuteownik,inny,0.9511791467666626
dwuteownik_00086-view02.png,dwuteownik,inny,0.9421780705451965
dwuteownik_00198-view02.png,dwuteownik,inny,0.9192453026771545
dwuteownik_00205-view01.png,dwuteownik,inny,0.7547934055328369
dwuteownik_00219-view03.png,dwuteownik,inny,0.9058639407157898
ceownik_00003-view02.png,inny,dwuteownik,0.877356618642807
ceownik_00017-view04.png,inny,dwuteownik,0.6537633538246155
ceownik_00018-view02.png,inny,dwuteownik,0.9944356055930257
ceownik_00020-view03.png,inny,dwuteownik,0.9541845433413982
ceownik_00025-view02.png,inny,dwuteownik,0.5608336925506592
ceownik_00029-view01.png,inny,dwuteownik,0.5084541141986847
ceownik_00029-view03.png,inny,dwuteownik,0.8466691374778748
ceownik_00034-view02.png,inny,dwuteownik,0.5119806230068207
ceownik_00052-view02.png,inny,dwuteownik,0.8770821839570999
ceownik_00054-view02.png,inny,dwuteownik,0.64553502202034
ceownik_00055-view01.png,inny,dwuteownik,0.7229313254356384
ceownik_00056-view01.png,inny,dwuteownik,0.6344538033008575
ceownik_00064-view04.png,inny,dwuteownik,0.9070925638079643
ceownik_00067-view02.png,inny,dwuteownik,0.9995291324448772
ceownik_00069-view01.png,inny,dwuteownik,0.9881913932040334
ceownik_00071-view02.png,inny,dwuteownik,0.5958285331726074
katownik_00069-view03.png,inny,dwuteownik,0.5028810501098633
plaskownik_00024-view03.png,inny,dwuteownik,0.9812254048883915
plaskownik_00025-view02.png,inny,dwuteownik,0.5171944797039032
plaskownik_00028-view03.png,inny,dwuteownik,0.7671731561422348
plaskownik_00080-view01.png,inny,dwuteownik,0.8941498622298241
